"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Argentina","2019","Total","Female","Formosa","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","130011.374051327","4"
"Argentina","2019","Total","Female","La Plata","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","454239.054252818","4"
"Argentina","2019","Total","Female","La Rioja","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","110947.521762451","4"
"Argentina","2019","Total","Female","San Luis - El Chorrillo","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","118508.383871078","4"
"Argentina","2019","Total","Female","Mar del Plata-Batán","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","331686.683872534","4"
"Argentina","2019","Total","Female","Mendoza","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","524520.975742693","4"
"Argentina","2019","Total","Female","Neuquén-Plottier","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","154518.093193454","4"
"Argentina","2019","Total","Female","Paraná","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","145586.863191242","4"
"Argentina","2019","Total","Female","Posadas","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","190988.8379463","4"
"Argentina","2019","Total","Female","Rawson-Trelew-Playa Unión","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","73838.1634367738","4"
"Argentina","2019","Total","Female","Resistencia","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","213766.803165928","4"
"Argentina","2019","Total","Female","Río Cuarto","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","91650.6576989936","4"
"Argentina","2019","Total","Female","Rio Gallegos","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","59187.2671082146","4"
"Argentina","2019","Total","Female","Rosario","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","679958.013357429","4"
"Argentina","2019","Total","Female","Salta","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","325931.766605064","4"
"Argentina","2019","Total","Female","San Juan","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","274303.258176519","4"
"Argentina","2019","Total","Female","San Nicolás-Villa Constitución","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","98848.4096185987","4"
"Argentina","2019","Total","Female","San Salvador de Jujuy-Palpalá","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","178061.180798745","4"
"Argentina","2019","Total","Female","Santa Fé","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","275480.216262201","4"
"Argentina","2019","Total","Female","Santa Rosa-Toay","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","65360.4538420805","4"
"Argentina","2019","Total","Female","Santiago del Estero-La Banda","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","206962.967381394","4"
"Argentina","2019","Total","Female","Tucumán-Tafí Viejo","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","463551.55011259","4"
"Argentina","2019","Total","Female","Ushuaia-Río Grande","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","77655.2405640583","4"
"Argentina","2016","Total","Both Sexes","Bahía Blanca-Cerri","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","308922","4"
"Argentina","2016","Total","Both Sexes","Bariloche","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","158989","4"
"Argentina","2016","Total","Both Sexes","BUENOS AIRES","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","13879707","4"
"Argentina","2016","Total","Both Sexes","Catamarca","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","213186","4"
"Argentina","2016","Total","Both Sexes","Comodoro Rivadavia-Rada Tilly","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","218596","4"
"Argentina","2016","Total","Both Sexes","Concordia","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","161990","4"
"Argentina","2016","Total","Both Sexes","Córdoba","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","1525490","4"
"Argentina","2016","Total","Both Sexes","Corrientes","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","386379","4"
"Argentina","2016","Total","Both Sexes","Formosa","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","260788","4"
"Argentina","2016","Total","Both Sexes","La Plata","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","843851","4"
"Argentina","2016","Total","Both Sexes","La Rioja","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","207085","4"
"Argentina","2016","Total","Both Sexes","San Luis - El Chorrillo","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","221410","4"
"Argentina","2016","Total","Both Sexes","Mar del Plata-Batán","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","641065","4"
"Argentina","2016","Total","Both Sexes","Mendoza","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","1094209","4"
"Argentina","2016","Total","Both Sexes","Neuquén-Plottier","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","314478","4"
"Argentina","2016","Total","Both Sexes","Paraná","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","276125","4"
"Argentina","2016","Total","Both Sexes","Posadas","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","358832","4"
"Argentina","2016","Total","Both Sexes","Rawson-Trelew-Playa Unión","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","139698","4"
"Argentina","2016","Total","Both Sexes","Resistencia","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","412445","4"
"Argentina","2016","Total","Both Sexes","Río Cuarto","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","173807","4"
"Argentina","2016","Total","Both Sexes","Rio Gallegos","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","112455","4"
"Argentina","2016","Total","Both Sexes","Rosario","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","1444436","4"
"Argentina","2016","Total","Both Sexes","Salta","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","634644","4"
"Argentina","2016","Total","Both Sexes","San Juan","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","520430","4"
"Argentina","2016","Total","Both Sexes","San Nicolás-Villa Constitución","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","190447","4"
"Argentina","2016","Total","Both Sexes","San Salvador de Jujuy-Palpalá","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","341634","4"
"Argentina","2016","Total","Both Sexes","Santa Fé","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","534341","4"
"Argentina","2016","Total","Both Sexes","Santa Rosa-Toay","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","127055","4"
"Argentina","2016","Total","Both Sexes","Santiago del Estero-La Banda","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","410083","4"
"Argentina","2016","Total","Both Sexes","Tucumán-Tafí Viejo","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","873873","4"
"Argentina","2016","Total","Both Sexes","Ushuaia-Río Grande","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","139989","4"
"Argentina","2016","Total","Male","Bahía Blanca-Cerri","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","148808","4"
"Argentina","2016","Total","Male","Bariloche","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","80341","4"
"Argentina","2016","Total","Male","BUENOS AIRES","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","6732655","4"
"Argentina","2016","Total","Male","Catamarca","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","103592","4"
"Argentina","2016","Total","Male","Comodoro Rivadavia-Rada Tilly","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","111629","4"
"Argentina","2016","Total","Male","Concordia","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","79065","4"
"Argentina","2016","Total","Male","Córdoba","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","731552","4"
"Argentina","2016","Total","Male","Corrientes","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","185631","4"
"Argentina","2016","Total","Male","Formosa","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","126622","4"
"Argentina","2016","Total","Male","La Plata","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","409347","4"
"Argentina","2016","Total","Male","La Rioja","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","101956","4"
